,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,SP_TYPE,SP_QUAL,SP_BIBCODE,OTYPE_S,OTYPES,PLX_VALUE,PLX_PREC,PLX_ERROR,PLX_QUAL,PLX_BIBCODE,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,25s,1.5m,B-V,J-K,Mv,CRITERIA,MASK_E(B-V),MASK_E(J-K),MASK_SP_TYPE,MASK_OTYPE,MASK_25s,MASK_Mv,MASK_1.5m,MASK_N,MASK_Good
HD90437,HD  90437,10 22 53.6774,-75 33 46.462,14,14,0.0302,0.0263,90,A,O,2018yCat.1345....0G,,10.02,9.69,,,8.873,8.801,8.782,A0V,C,1975MSS...C01....0H,Star,*|IR,2.8086,4,0.0293,A,2018yCat.1345....0G,-16.359,11.95,3,3,0.061,0.052000000000000005,90,A,2018yCat.1345....0G,1.0,1.0,0.33000000000000007,0.0909999999999993,0.7279494575554281,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD131912,HD 131912,15 02 14.2612,-75 34 50.062,14,14,0.0321,0.0334,90,A,O,2018yCat.1345....0G,,10.01,9.92,,,9.674,9.669,9.637,A0V,C,1975MSS...C01....0H,Star,*|IR,2.6982,4,0.0356,A,2018yCat.1345....0G,-11.225999999999999,-8.673,3,3,0.057999999999999996,0.064,90,A,2018yCat.1345....0G,1.0,1.0,0.08999999999999986,0.036999999999999034,1.7468706897579271,E(B-V)>0.1;Mv=1.7468706897579271;,1,0,0,0,0,1,0,2,False
HD87935,HD  87935,10 04 06.4434,-75 45 22.410,14,14,0.0238,0.0235,90,A,O,2018yCat.1345....0G,,10.63,10.29,,,9.625,9.537,9.479,A0V,C,1975MSS...C01....0H,Star,*|IR,2.2814,4,0.0275,A,2018yCat.1345....0G,-4.524,8.009,3,3,0.045,0.040999999999999995,90,A,2018yCat.1345....0G,1.0,1.0,0.34000000000000163,0.1460000000000008,0.8400071860562307,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD91044,HD  91044,10 27 06.3830,-75 49 21.066,14,14,0.0254,0.0228,90,A,O,2018yCat.1345....0G,,9.95,9.71,,,8.863,8.776,8.777000000000001,A0V,C,1975MSS...C01....0H,Star,*|IR,2.2424,4,0.0264,A,2018yCat.1345....0G,-11.071,6.229,3,3,0.047,0.040999999999999995,90,A,2018yCat.1345....0G,1.0,1.0,0.23999999999999844,0.08599999999999852,0.5875654237611536,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD92028,HD  92028,10 34 16.3175,-75 57 56.844,14,14,0.0363,0.0318,90,A,O,2018yCat.1345....0G,,10.22,9.91,,,9.21,9.177999999999999,9.097999999999999,A0V,C,1975MSS...C01....0H,Star,*|IR,3.0549,4,0.037000000000000005,A,2018yCat.1345....0G,-10.211,12.126,3,3,0.855,0.616,90,A,2016A&A...595A...2G,1.0,1.0,0.3100000000000005,0.11200000000000188,1.2034849924362367,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD113636,HD 113636,13 07 34.0328,-77 13 17.567,14,14,0.0224,0.0208,90,A,O,2018yCat.1345....0G,,10.31,9.92,,,9.162,9.029,8.957,A0V,C,1975MSS...C01....0H,Star,*|IR,2.5803,4,0.0261,A,2018yCat.1345....0G,-14.765999999999998,-8.652000000000001,3,3,0.040999999999999995,0.04,90,A,2018yCat.1345....0G,1.0,1.0,0.39000000000000057,0.20500000000000007,0.554851011929046,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD140951,HD 140951,15 54 33.7295,-77 19 28.899,14,14,0.0263,0.0247,90,A,O,2018yCat.1345....0G,,10.3,10.11,,,9.826,9.812999999999999,9.731,A0V,C,1975MSS...C01....0H,Star,*|IR,2.5799,4,0.0303,A,2018yCat.1345....0G,-2.909,-5.188,3,3,0.051,0.052000000000000005,90,A,2018yCat.1345....0G,1.0,1.0,0.19000000000000128,0.09500000000000064,1.4745143625877182,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD41577,HD  41577,05 55 27.7961,-78 04 33.635,14,14,0.0294,0.0335,90,A,O,2018yCat.1345....0G,,10.55,10.43,,,10.136000000000001,10.083,10.039,A0V,C,1975MSS...C01....0H,Star,*|IR,1.6276,4,0.032,A,2018yCat.1345....0G,-0.618,0.601,3,3,0.053,0.063,90,A,2018yCat.1345....0G,1.0,1.0,0.120000000000001,0.09700000000000131,1.049738405906235,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HIP43839,HD  77618,08 55 44.0792,-78 44 10.166,14,14,0.0339,0.0353,90,A,O,2018yCat.1345....0G,,9.14,9.01,,,8.618,8.585,8.568999999999999,A0Vn,C,1975MSS...C01....0H,Star,*|IR,2.4947,4,0.0373,A,2018yCat.1345....0G,-9.353,15.979000000000001,3,3,0.065,0.065,90,A,2018yCat.1345....0G,1.0,1.0,0.13000000000000078,0.049000000000001265,0.5205916352115396,E(B-V)>0.1;SPTYPE=A0Vn;,1,0,1,0,0,0,0,2,False
HIP98806,HD 188230,20 04 00.6891,-78 46 45.711,14,14,0.0301,0.0419,90,A,O,2018yCat.1345....0G,,8.33,8.18,,,7.857,7.825,7.797000000000001,A1Vn,B,2017AJ....154...31G,Star,**|*|*iC|IR,4.5797,4,0.0437,A,2018yCat.1345....0G,2.117,-17.605,3,3,0.064,0.077,90,A,2018yCat.1345....0G,1.0,1.0,0.15000000000000036,0.05999999999999961,0.9366851491767231,E(B-V)>0.1;SPTYPE=A1Vn;,1,0,1,0,0,0,0,2,False
HD61905,HD  61905,07 30 47.9042,-79 12 04.888,14,14,0.0239,0.0281,90,A,O,2018yCat.1345....0G,,9.44,9.28,,,8.849,8.767000000000001,8.742,A0V,C,1975MSS...C01....0H,Star,*|IR,2.9826,4,0.0272,A,2018yCat.1345....0G,-5.5329999999999995,15.193,3,3,0.046,0.055,90,A,2018yCat.1345....0G,1.0,1.0,0.16000000000000014,0.10699999999999932,1.0689750676132137,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HIP44296,HD  78694,09 01 18.1499,-79 27 22.108,14,14,0.0289,0.0325,90,A,O,2018yCat.1345....0G,,8.86,8.73,,,8.391,8.396,8.374,A0Vn,C,1975MSS...C01....0H,Star,*|IR,2.5853,4,0.0306,A,2018yCat.1345....0G,-11.443,15.154000000000002,3,3,0.057999999999999996,0.064,90,A,2018yCat.1345....0G,1.0,1.0,0.129999999999999,0.01699999999999946,0.3180547309310553,E(B-V)>0.1;SPTYPE=A0Vn;,1,0,1,0,0,0,0,2,False
HD49036,HD  49036,06 33 25.3257,-80 26 59.327,14,14,0.0306,0.0347,90,A,O,2018yCat.1345....0G,,9.67,9.45,,,8.969,8.929,8.879,A0V,C,1975MSS...C01....0H,Star,*|IR,2.9805,4,0.0347,A,2018yCat.1345....0G,1.99,13.102,3,3,0.064,0.062,90,A,2018yCat.1345....0G,1.0,1.0,0.22000000000000064,0.08999999999999986,1.0184456308274792,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD143773,HD 143773,16 14 21.7017,-80 50 40.705,14,14,0.0256,0.0246,90,A,O,2018yCat.1345....0G,,9.83,9.6,,,9.176,9.161,9.097999999999999,A0V,C,1975MSS...C01....0H,Star,*|IR,3.2521,4,0.031,A,2018yCat.1345....0G,-12.022,-18.14,3,3,0.047,0.052000000000000005,90,A,2018yCat.1345....0G,1.0,1.0,0.23000000000000043,0.07800000000000118,1.3213194570278488,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
HD17314,HD  17314,02 37 22.2285,-81 09 07.565,14,14,0.0349,0.0319,90,A,O,2018yCat.1345....0G,,9.08,8.97,,,,,,A0V,C,1975MSS...C01....0H,Star,*,1.5065,4,0.0344,A,2018yCat.1345....0G,6.87,12.03,2,2,0.66,0.67,0,A,2007A&A...474..653V,1.0,1.0,0.10999999999999943,,-0.5416543199531187,E(B-V)>0.1;Mv=-0.5416543199531187;,1,0,0,0,0,1,0,2,False
HD154179,HD 154179,17 17 36.9944,-81 10 36.003,14,14,0.0351,0.0327,90,A,O,2018yCat.1345....0G,,8.87,8.72,,,8.261000000000001,8.242,8.203,A0Vn,C,1975MSS...C01....0H,Star,*|IR,3.6088,4,0.0417,A,2018yCat.1345....0G,-0.017,-15.436,3,3,0.06,0.067,90,A,2018yCat.1345....0G,1.0,1.0,0.14999999999999858,0.058000000000001606,0.959314070448275,E(B-V)>0.1;SPTYPE=A0Vn;,1,0,1,0,0,0,0,2,False
HD99281,HD  99281,11 22 52.1365,-82 12 34.929,14,14,0.0377,0.0295,90,A,O,2018yCat.1345....0G,,9.53,9.38,,,8.755,8.702,8.629,A0V,C,1975MSS...C01....0H,Star,*|IR,2.9211,4,0.0362,A,2018yCat.1345....0G,-15.895999999999999,-1.861,3,3,0.07400000000000001,0.054000000000000006,90,A,2018yCat.1345....0G,1.0,1.0,0.14999999999999858,0.12600000000000122,1.1602321236298352,E(B-V)>0.1;E(J-K)>0.05;,1,1,0,0,0,0,0,2,False
BD-22   924A,,,,0,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,0,,,,,,,,,0,0,1,1,0,0,0,2,False
HH92-F23,,,,0,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,0,,,,,,,,,0,0,1,1,0,0,0,2,False
HD292915,HD 292915,07 01 00.5154,+00 00 49.835,14,14,0.0461,0.0502,90,A,O,2018yCat.1345....0G,,11.36,11.21,,,10.880999999999998,10.841,10.796,A0,E,1995A&AS..110..367N,Star,*|IR,0.9088,4,0.0634,A,2018yCat.1345....0G,-0.6709999999999999,-0.9159999999999999,3,3,0.09,0.078,90,A,2018yCat.1345....0G,1.0,1.0,0.14999999999999858,0.08499999999999908,0.4548415918347246,E(B-V)>0.1;E(J-K)>0.05;SPTYPE=A0;,1,1,1,0,0,0,0,3,False
HD167163,HD 167163,18 14 01.0144,+00 11 57.976,14,14,0.0524,0.0523,90,A,O,2018yCat.1345....0G,,9.67,9.32,,,8.554,8.547,8.447000000000001,B9.5IV/V,D,1999MSS...C05....0H,Star,*|IR,2.6384,4,0.0647,A,2018yCat.1345....0G,-1.454,-14.026,3,3,0.125,0.1,90,A,2018yCat.1345....0G,1.0,1.0,0.34999999999999964,0.10699999999999932,0.14920319150221795,E(B-V)>0.1;E(J-K)>0.05;SPTYPE=B9.5IV/V;,1,1,1,0,0,0,0,3,False
HD290984,HD 290984,05 57 37.2921,+00 13 43.993,14,14,0.0488,0.0538,90,A,O,2018yCat.1345....0G,10.072000000000001,9.98,9.779,9.655,9.515,9.249,9.193999999999999,9.141,A0,E,1995A&AS..110..367N,Star,*|IR,2.365,4,0.0605,A,2018yCat.1345....0G,-2.737,-1.591,3,3,0.983,0.9109999999999999,90,A,2016A&A...595A...2G,1.0,1.0,0.2010000000000005,0.10800000000000054,0.9145057253691486,E(B-V)>0.1;E(J-K)>0.05;SPTYPE=A0;,1,1,1,0,0,0,0,3,False
BD+002102,BD+00  2102,07 49 46.4590,+00 18 23.910,14,14,0.0322,0.0217,90,A,O,2018yCat.1345....0G,,10.23,10.05,,,9.439,9.339,9.238999999999999,A0V,C,,Star,*|IR,3.1223,4,0.0461,A,2018yCat.1345....0G,-4.7330000000000005,-5.16,3,3,0.069,0.040999999999999995,90,A,2018yCat.1345....0G,1.0,1.0,0.17999999999999972,0.20000000000000107,1.8653731452737674,E(B-V)>0.1;E(J-K)>0.05;Mv=1.8653731452737674;,1,1,0,0,0,1,0,3,False
