,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,SP_TYPE,SP_QUAL,SP_BIBCODE,OTYPE_S,OTYPES,PLX_VALUE,PLX_PREC,PLX_ERROR,PLX_QUAL,PLX_BIBCODE,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,25s,1.5m,B-V,J-K,Mv,CRITERIA,MASK_E(B-V),MASK_E(J-K),MASK_SP_TYPE,MASK_OTYPE,MASK_25s,MASK_Mv,MASK_1.5m,MASK_N,MASK_Good
HD107265,HD 107265,12 20 04.5943,-47 47 55.745,14,14,0.0482,0.0357,90,A,O,2018yCat.1345....0G,,8.9,8.84,,,8.714,8.735,8.725,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8533,4,0.0687,A,2018yCat.1345....0G,-23.58,1.585,3,3,0.08800000000000001,0.052000000000000005,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,-0.010999999999999233,0.8977371819709401,,0,0,0,0,0,0,0,0,True
HD21638,HD  21638,03 27 36.7530,-47 48 15.231,14,14,0.0429,0.0437,90,A,O,2018yCat.1345....0G,,9.51,9.57,,,9.582,9.579,9.572000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6244,4,0.0484,A,2018yCat.1345....0G,16.255,-0.8170000000000001,3,3,0.091,0.1,90,A,2018yCat.1345....0G,1.0,1.0,-0.0600000000000005,0.009999999999999787,0.8424649040899979,,0,0,0,0,0,0,0,0,True
HD207615,HD 207615,21 51 37.9848,-47 49 08.808,14,14,0.0312,0.0319,90,A,O,2018yCat.1345....0G,,8.59,8.54,,,8.449,8.538,8.443,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,4.1606,4,0.0507,A,2018yCat.1345....0G,18.430999999999997,-2.6710000000000003,3,3,0.079,0.07400000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.006000000000000227,1.4532798236858258,,0,0,0,0,0,0,0,0,True
HD70382,HD  70382,08 19 33.4918,-47 55 02.767,14,14,0.0313,0.0387,90,A,O,2018yCat.1345....0G,,9.38,9.32,,,,,,A0V,C,1978MSS...C02....0H,Star,*,2.9523,4,0.0395,A,2018yCat.1345....0G,-10.186,6.416,3,3,0.073,0.075,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,,1.4518024326328576,,0,0,0,0,0,0,0,0,True
HD76777,HD  76777,08 56 28.0013,-47 55 55.958,14,14,0.0302,0.0305,90,A,O,2018yCat.1345....0G,,9.11,9.06,,,8.937999999999999,8.869,8.886000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,1.5781,4,0.0355,A,2018yCat.1345....0G,-13.950999999999999,12.698,3,3,0.067,0.055999999999999994,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.051999999999997826,-0.13182740084161582,,0,0,0,0,0,0,0,0,True
HD67105,HD  67105,08 04 14.6045,-48 00 29.107,14,14,0.071,0.1021,90,A,O,2018yCat.1345....0G,,8.42,8.38,,,8.265,8.302,8.258,A0V,C,1978MSS...C02....0H,Star,*|IR,4.1368,4,0.0776,A,2018yCat.1345....0G,-12.540999999999999,16.676,3,3,0.158,0.188,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.0070000000000014495,1.3173226238200706,,0,0,0,0,0,0,0,0,True
HD79366,HD  79366,09 11 53.5682,-48 02 09.757,14,14,0.0319,0.0325,90,A,O,2018yCat.1345....0G,,10.01,9.96,,,9.924,9.896,9.931000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7687,4,0.0386,A,2018yCat.1345....0G,-11.044,4.93,3,3,0.069,0.063,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,-0.0070000000000014495,1.015770879095125,,0,0,0,0,0,0,0,0,True
HD109230,HD 109230,12 33 22.9278,-48 02 48.853,14,14,0.0618,0.0378,90,A,O,2018yCat.1345....0G,,10.03,10.0,,,9.779,9.839,9.774,A0V,C,1978MSS...C02....0H,Star,*|IR,1.93,4,0.0767,A,2018yCat.1345....0G,-10.86,-2.265,3,3,0.096,0.057999999999999996,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,0.005000000000000782,1.3182865450388725,,0,0,0,0,0,0,0,0,True
HD114208,HD 114208,13 09 50.6435,-48 03 07.427,14,14,0.0711,0.0397,90,A,O,2018yCat.1345....0G,,8.17,8.11,,,7.946000000000001,7.945,7.897,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8486,4,0.0795,A,2018yCat.1345....0G,-15.632,-6.609,3,3,0.42700000000000005,0.389,90,A,2016A&A...595A...2G,1.0,1.0,0.0600000000000005,0.04900000000000038,0.16415734976195867,,0,0,0,0,0,0,0,0,True
HD85540,HD  85540,09 51 05.7238,-48 04 17.329,14,14,0.0336,0.0361,90,A,O,2018yCat.1345....0G,,9.46,9.4,,,9.288,9.272,9.277000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,2.4363,4,0.0438,A,2018yCat.1345....0G,-18.842,9.755,3,3,0.071,0.066,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.010999999999999233,1.114653826049156,,0,0,0,0,0,0,0,0,True
HD133957,HD 133957,15 08 59.2315,-48 08 18.970,14,14,0.0357,0.0327,90,A,O,2018yCat.1345....0G,,8.93,8.87,,,8.648,8.634,8.602,A0V,C,1978MSS...C02....0H,Star,*|IR,2.9997,4,0.0471,A,2018yCat.1345....0G,-8.115,-4.956,3,3,0.091,0.094,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.045999999999999375,1.0363891154992715,,0,0,0,0,0,0,0,0,True
HD85968,HD  85968,09 54 05.8439,-48 11 59.901,14,14,0.0364,0.04,90,A,O,2018yCat.1345....0G,,9.39,9.34,,,9.142999999999999,9.167,9.105,A0V,C,1978MSS...C02....0H,Star,*|IR,2.6526,4,0.0501,A,2018yCat.1345....0G,-17.247,4.236000000000001,3,3,0.075,0.07,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.03799999999999848,1.2758588264475856,,0,0,0,0,0,0,0,0,True
HD162277,HD 162277,17 52 40.5048,-48 12 00.800,14,14,0.0396,0.0387,90,A,O,2018yCat.1345....0G,,10.35,10.31,,,9.879,9.884,9.859,A0V,C,1978MSS...C02....0H,Star,*|IR,0.9556,4,0.0512,A,2018yCat.1345....0G,1.567,-4.743,3,3,1.002,1.024,90,A,2016A&A...595A...2G,1.0,1.0,0.03999999999999915,0.019999999999999574,0.06538070538920629,,0,0,0,0,0,0,0,0,True
HIP93862,HD 177406,19 06 55.6069,-48 17 56.919,14,14,0.0824,0.0901,90,A,O,2018yCat.1345....0G,,5.933,5.9510000000000005,,,5.957999999999999,5.995,5.9639999999999995,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,8.6916,4,0.1016,A,2018yCat.1345....0G,13.532,-12.735999999999999,3,3,0.14300000000000002,0.145,90,A,2018yCat.1345....0G,1.0,1.0,-0.018000000000000682,-0.006000000000000227,0.7121986562417064,,0,0,0,0,0,0,0,0,True
HIP20050,HD  27476,04 17 59.1719,-48 23 45.162,14,14,0.0355,0.0351,90,A,O,2018yCat.1345....0G,,8.73,8.73,,,8.704,8.729,8.69,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.8917,4,0.0383,A,2018yCat.1345....0G,3.425,12.922,3,3,0.075,0.075,90,A,2018yCat.1345....0G,1.0,1.0,0.0,0.014000000000001123,1.0357661749542153,,0,0,0,0,0,0,0,0,True
HD121005,HD 121005,13 54 04.8829,-48 26 15.364,14,14,0.2067,0.326,90,A,O,2018yCat.1345....0G,,9.98,9.91,,,9.619,9.597000000000001,9.577,A0V,C,1978MSS...C02....0H,Star,*|IR,,0,,,,-6.871,-18.372,3,3,0.569,0.511,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.041999999999999815,,,0,0,0,0,0,0,0,0,True
HD174294,HD 174294,18 52 18.9176,-48 26 24.907,14,14,0.0436,0.0411,90,A,O,2018yCat.1345....0G,,8.96,8.92,,,,,,A0V,C,1978MSS...C02....0H,Star,*,2.2602,4,0.0504,A,2018yCat.1345....0G,-2.238,-8.144,3,3,0.078,0.076,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000924,,0.544734352934552,,0,0,0,0,0,0,0,0,True
HD171084,HD 171084,18 35 13.0131,-48 27 11.960,14,14,0.09699999999999999,0.0931,90,A,O,2018yCat.1345....0G,,9.19,9.19,,,9.094,9.128,9.065,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5675,4,0.0979,A,2018yCat.1345....0G,-0.499,-13.974,3,3,0.17800000000000002,0.163,90,A,2018yCat.1345....0G,1.0,1.0,0.0,0.028999999999999915,1.237552261346579,,0,0,0,0,0,0,0,0,True
HIP62655,HD 111519,12 50 19.4849,-48 27 34.377,14,14,0.1452,0.092,90,A,O,2018yCat.1345....0G,,6.282,6.257000000000001,,,6.102,6.1339999999999995,6.055,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,6.2064,4,0.1443,A,2018yCat.1345....0G,-47.549,7.4879999999999995,3,3,0.237,0.217,90,A,2018yCat.1345....0G,1.0,1.0,0.024999999999999467,0.0470000000000006,0.12994881127990943,,0,0,0,0,0,0,0,0,True
HIP45395,HD  79901,09 15 03.8858,-48 30 13.445,14,14,0.0271,0.0284,90,A,O,2018yCat.1345....0G,,8.92,8.85,,,8.798,8.818999999999999,8.767999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,3.5615,4,0.0331,A,2018yCat.1345....0G,-22.898000000000003,12.997,3,3,0.059000000000000004,0.054000000000000006,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.030000000000001137,1.3526647434029386,,0,0,0,0,0,0,0,0,True
HIP101815,HD 196236,20 37 58.4431,-48 32 44.596,14,14,0.1086,0.091,90,A,O,2018yCat.1345....0G,,8.22,8.15,,,8.044,8.068,8.004,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,4.2634,4,0.1372,A,2018yCat.1345....0G,1.807,-23.65,3,3,0.21100000000000002,0.19,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.040000000000000924,1.0432804043138284,,0,0,0,0,0,0,0,0,True
HD43123,HD  43123,06 12 03.7515,-48 37 17.264,14,14,0.0775,0.0843,90,A,O,2018yCat.1345....0G,,9.28,9.21,,,9.119,9.117,9.111,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,2.0176,4,0.0851,A,2018yCat.1345....0G,-2.6289999999999996,9.485,3,3,0.168,0.175,90,A,2018yCat.1345....0G,1.0,1.0,0.06999999999999851,0.007999999999999119,0.47867534614503854,,0,0,0,0,0,0,0,0,True
HD54420,HD  54420,07 06 17.7754,-48 37 43.913,14,14,0.0424,0.053,90,A,O,2018yCat.1345....0G,,9.5,9.47,,,9.427,9.468,9.446,A0V,C,1978MSS...C02....0H,Star,*|IR,1.5384,4,0.0521,A,2018yCat.1345....0G,-4.406000000000001,9.541,3,3,0.09,0.121,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,-0.019000000000000128,0.29584635615212146,,0,0,0,0,0,0,0,0,True
HD71839,HD  71839,08 27 27.9225,-48 38 54.381,14,14,0.0334,0.0356,90,A,O,2018yCat.1345....0G,,9.54,9.5,,,9.337,9.328,9.321,A0V,C,1978MSS...C02....0H,Star,*|IR,1.7515,4,0.0398,A,2018yCat.1345....0G,-6.245,4.24,3,3,0.81,0.72,90,A,2016A&A...595A...2G,1.0,1.0,0.03999999999999915,0.016000000000000014,0.5710507082685602,,0,0,0,0,0,0,0,0,True
HD122435,HD 122435,14 03 04.2091,-48 40 09.197,14,14,0.0396,0.0437,90,A,O,2018yCat.1345....0G,,10.34,10.28,,,10.164,10.161,10.186,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6665,4,0.0636,A,2018yCat.1345....0G,-10.369000000000002,-9.707,3,3,0.099,0.098,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,-0.02200000000000024,1.1700265899827411,,0,0,0,0,0,0,0,0,True
HD159326,HD 159326,17 36 37.8964,-48 41 45.522,14,14,0.0621,0.0557,90,A,O,2018yCat.1345....0G,,8.59,8.52,,,8.335,8.337,8.31,A0V,C,1978MSS...C02....0H,Star,*|IR,3.9828,4,0.0751,A,2018yCat.1345....0G,0.379,-16.717,3,3,0.10400000000000001,0.08800000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.025000000000000355,1.2654424922811427,,0,0,0,0,0,0,0,0,True
HD146595,HD 146595,16 19 19.7541,-48 42 06.693,14,14,0.0586,0.0354,90,A,O,2018yCat.1345....0G,,9.3,9.24,,,8.929,8.901,8.875,A0V,C,1978MSS...C02....0H,Star,*|IR,2.0754,4,0.0688,A,2018yCat.1345....0G,-6.312,-3.1060000000000003,3,3,0.10800000000000001,0.059000000000000004,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.05400000000000027,0.6065090619900222,,0,0,0,0,0,0,0,0,True
HIP47184,HD  83445,09 36 55.2915,-48 46 19.568,14,14,0.0356,0.0402,90,A,O,2018yCat.1345....0G,,8.63,8.62,,,8.531,8.556000000000001,8.505,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.1605,4,0.0444,A,2018yCat.1345....0G,-12.565999999999999,1.994,3,3,0.057999999999999996,0.063,90,A,2016A&A...595A...2G,1.0,1.0,0.010000000000001563,0.0259999999999998,1.0822789733188996,,0,0,0,0,0,0,0,0,True
HD129239,HD 129239,14 42 59.9801,-48 46 37.318,14,14,0.0621,0.0654,90,A,O,2018yCat.1345....0G,,9.25,9.18,,,8.937000000000001,8.943,8.902000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,1.4976,4,0.0759,A,2018yCat.1345....0G,-7.056,-4.69,3,3,0.141,0.13699999999999998,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.03500000000000014,-0.19852084302985026,,0,0,0,0,0,0,0,0,True
HD63924,HD  63924,07 49 02.7399,-48 46 49.597,14,14,0.0271,0.031,90,A,O,2018yCat.1345....0G,,9.08,9.02,,,8.836,8.818,8.815,A0V,C,1978MSS...C02....0H,Star,*|IR,2.7172,4,0.0317,A,2018yCat.1345....0G,1.3,-9.586,3,3,0.059000000000000004,0.059000000000000004,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.021000000000000796,0.9716080295934433,,0,0,0,0,0,0,0,0,True
HD116717,HD 116717,13 26 16.6852,-48 47 11.721,14,14,0.0673,0.0582,90,A,O,2018yCat.1345....0G,,6.71,6.68,,,6.652,6.729,6.653,A0V,C,1978MSS...C02....0H,PM*,*|PM*|IR|UV,8.0073,4,0.0804,A,2018yCat.1345....0G,-50.379,-18.163,3,3,0.102,0.142,90,A,2018yCat.1345....0G,1.0,1.0,0.03000000000000025,-0.0009999999999994458,1.0879305000379484,,0,0,0,0,0,0,0,0,True
HD78134,HD  78134,09 04 47.0176,-48 48 50.707,14,14,0.0325,0.0323,90,A,O,2018yCat.1345....0G,,9.47,9.4,,,9.332,9.383,9.302999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8719,4,0.0378,A,2018yCat.1345....0G,-11.115,6.4639999999999995,3,3,0.071,0.065,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.02900000000000169,0.505913221454325,,0,0,0,0,0,0,0,0,True
HD72199,HD  72199,08 29 26.7468,-48 52 12.143,14,14,0.0308,0.0378,90,A,O,2018yCat.1345....0G,,9.45,9.4,,,9.215,9.186,9.179,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6999,4,0.04,A,2018yCat.1345....0G,-8.51,7.19,3,3,0.816,0.735,90,A,2016A&A...595A...2G,1.0,1.0,0.049999999999998934,0.03599999999999959,0.3696168694632074,,0,0,0,0,0,0,0,0,True
HD180933,HD 180933,19 20 51.7726,-48 53 45.595,14,14,0.0546,0.0505,90,A,O,2018yCat.1345....0G,,9.77,9.76,,,9.738,9.732999999999999,9.76,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6023,4,0.0805,A,2018yCat.1345....0G,4.598,-7.3389999999999995,3,3,0.11199999999999999,0.085,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,-0.02200000000000024,0.7472191634440001,,0,0,0,0,0,0,0,0,True
HIP37808,HD  63154,07 45 08.1605,-48 54 55.259,14,14,0.0347,0.0403,90,A,O,2018yCat.1345....0G,,7.89,7.83,,,7.626,7.627000000000001,7.606,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.7021,4,0.0413,A,2018yCat.1345....0G,-9.857000000000001,-5.082,3,3,0.075,0.081,90,A,2018yCat.1345....0G,1.0,1.0,0.05999999999999961,0.020000000000000462,0.4532407280293684,,0,0,0,0,0,0,0,0,True
HIP104313,HD 200856,21 07 53.8599,-48 56 24.453,14,14,0.0465,0.0379,90,A,O,2018yCat.1345....0G,,6.669,6.691,,,6.723,6.77,6.747000000000001,A0V,C,1978MSS...C02....0H,PM*,*|UV|**|PM*|IR,7.7711,4,0.0638,A,2018yCat.1345....0G,23.905,-45.54,3,3,0.086,0.077,90,A,2018yCat.1345....0G,1.0,1.0,-0.02200000000000024,-0.02400000000000091,1.2237124879026176,,0,0,0,0,0,0,0,0,True
HD103282,HD 103282,11 53 35.6144,-48 58 44.564,14,14,0.0278,0.0265,90,A,O,2018yCat.1345....0G,,9.22,9.18,,,9.123,9.113999999999999,9.067,A0V,C,1978MSS...C02....0H,Star,*|IR,1.8591,4,0.0462,A,2018yCat.1345....0G,-12.402999999999999,-3.583,3,3,0.059000000000000004,0.053,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000924,0.05599999999999916,0.3805137543467022,,0,0,0,0,0,0,0,0,True
HD117826,HD 117826,13 33 50.2331,-49 03 04.726,14,14,0.0445,0.0687,90,A,O,2018yCat.1345....0G,,10.42,10.38,,,10.293,10.245999999999999,10.257,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3267,4,0.0782,A,2018yCat.1345....0G,-8.453,-3.483,3,3,0.128,0.17600000000000002,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.03599999999999959,0.8478636456930001,,0,0,0,0,0,0,0,0,True
HD97184,HD  97184,11 10 41.3324,-49 12 17.186,14,14,0.0497,0.0597,90,A,O,2018yCat.1345....0G,,9.88,9.87,,,9.83,9.841000000000001,9.856,A0V,C,1978MSS...C02....0H,Star,*|IR,1.9595,4,0.0729,A,2018yCat.1345....0G,-15.093,4.75,3,3,0.772,0.633,90,A,2016A&A...595A...2G,1.0,1.0,0.010000000000001563,-0.0259999999999998,1.294226339070599,,0,0,0,0,0,0,0,0,True
HD55351,HD  55351,07 09 59.3346,-49 12 31.735,14,14,0.0293,0.0311,90,A,O,2018yCat.1345....0G,,10.13,10.06,,,,,,A0V,C,1978MSS...C02....0H,Star,*,1.2006,4,0.0323,A,2018yCat.1345....0G,5.337000000000001,-5.21,3,3,0.066,0.059000000000000004,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,,0.20149169509927525,,0,0,0,0,0,0,0,0,True
HD65986,HD  65986,07 59 12.9024,-49 19 36.112,14,14,0.0345,0.0409,90,A,O,2018yCat.1345....0G,,8.54,8.49,,,8.367,8.407,8.362,A0V,C,1978MSS...C02....0H,Star,*|IR,3.833,4,0.0397,A,2018yCat.1345....0G,-12.302,8.402999999999999,3,3,0.076,0.08,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.005000000000000782,1.2251940962717653,,0,0,0,0,0,0,0,0,True
HD86524,HD  86524,09 57 44.6060,-49 32 46.353,14,14,0.0333,0.0335,90,A,O,2018yCat.1345....0G,,9.69,9.66,,,9.488999999999999,9.488,9.466000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,1.42,4,0.0402,A,2018yCat.1345....0G,-6.697,6.18,3,3,0.821,0.696,90,A,2016A&A...595A...2G,1.0,1.0,0.02999999999999936,0.02299999999999791,0.3119417219152834,,0,0,0,0,0,0,0,0,True
HD169259,HD 169259,18 26 24.8538,-49 34 09.307,14,14,0.0655,0.0601,90,A,O,2018yCat.1345....0G,,8.69,8.66,,,8.477,8.468,8.446,A0V,C,1978MSS...C02....0H,Star,*|IR,1.6092,4,0.0771,A,2018yCat.1345....0G,-0.175,-5.571000000000001,3,3,0.115,0.107,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,0.031000000000000583,-0.4164498805038785,,0,0,0,0,0,0,0,0,True
HIP53788,HD  95445,11 00 18.3512,-49 38 15.782,14,14,0.0308,0.0296,90,A,O,2018yCat.1345....0G,,9.06,9.05,,,8.892000000000001,8.926,8.891,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2098,4,0.04,A,2018yCat.1345....0G,-15.261,2.6889999999999996,3,3,0.068,0.062,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,0.0010000000000012221,0.7352648461927852,,0,0,0,0,0,0,0,0,True
HD69911,HD  69911,08 16 58.6840,-49 44 44.578,14,14,0.0251,0.0284,90,A,O,2018yCat.1345....0G,,9.8,9.74,,,9.439,9.42,9.382,A0V,C,1978MSS...C02....0H,Star,*|IR,2.4021,4,0.0299,A,2018yCat.1345....0G,-8.873,4.087,3,3,0.856,0.784,90,A,2016A&A...595A...2G,1.0,1.0,0.0600000000000005,0.057000000000000384,1.4239554161341605,,0,0,0,0,0,0,0,0,True
HD174096,HD 174096,18 51 28.6039,-49 46 24.073,14,14,0.0492,0.0524,90,A,O,2018yCat.1345....0G,,8.55,8.5,,,8.425,8.457,8.406,A0V,C,1978MSS...C02....0H,Star,*|IR|UV,3.1767,4,0.0554,A,2018yCat.1345....0G,8.589,4.9830000000000005,3,3,0.10800000000000001,0.106,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.019000000000000128,0.8273810151233987,,0,0,0,0,0,0,0,0,True
HD80764,HD  80764,09 19 47.4343,-49 48 43.265,14,14,0.039,0.0404,90,A,O,2018yCat.1345....0G,,9.85,9.82,,,9.726,9.687999999999999,9.691,A0V,C,1978MSS...C02....0H,Star,*|IR,2.259,4,0.047,A,2018yCat.1345....0G,-13.203,5.871,3,3,0.078,0.078,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,0.03500000000000014,1.4800811546018189,,0,0,0,0,0,0,0,0,True
HD76410,HD  76410,08 53 59.9864,-49 48 59.710,14,14,0.0722,0.0789,90,A,O,2018yCat.1345....0G,,9.29,9.21,,,9.08,9.118,9.033999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,3.0165,4,0.0862,A,2018yCat.1345....0G,-9.936,4.271,3,3,0.152,0.14800000000000002,90,A,2018yCat.1345....0G,1.0,1.0,0.0799999999999983,0.04600000000000115,1.3155166482621243,,0,0,0,0,0,0,0,0,True
HD80402,HD  80402,09 17 52.6935,-49 54 19.799,14,14,0.0285,0.0318,90,A,O,2018yCat.1345....0G,,9.62,9.57,,,9.494,9.475,9.447000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,2.5827,4,0.0357,A,2018yCat.1345....0G,-15.554,5.31,3,3,0.06,0.059000000000000004,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.04699999999999882,1.4478698126876082,,0,0,0,0,0,0,0,0,True
HD93246,HD  93246,10 45 04.2068,-49 56 44.786,14,14,0.043,0.0445,90,A,O,2018yCat.1345....0G,,9.66,9.59,,,9.421,9.408999999999999,9.392000000000001,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2846,4,0.0613,A,2018yCat.1345....0G,-12.880999999999998,0.7070000000000001,3,3,0.095,0.10300000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.02899999999999814,1.1285508622928142,,0,0,0,0,0,0,0,0,True
HD90784,HD  90784,10 27 52.6706,-49 57 04.657,14,14,0.0284,0.027000000000000003,90,A,O,2018yCat.1345....0G,,9.33,9.28,,,9.151,9.134,9.125,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8945,4,0.0342,A,2018yCat.1345....0G,-14.66,3.867,3,3,0.054000000000000006,0.051,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.0259999999999998,1.4053677695141078,,0,0,0,0,0,0,0,0,True
HD183626,HD 183626,19 32 53.5463,-50 01 27.549,14,14,0.049,0.0424,90,A,O,2018yCat.1345....0G,,8.49,8.45,,,8.338,8.378,8.353,A0V,C,1978MSS...C02....0H,Star,*|IR,2.8013,4,0.0688,A,2018yCat.1345....0G,3.218,-14.724,3,3,0.094,0.075,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000924,-0.015000000000000568,0.5407981063595858,,0,0,0,0,0,0,0,0,True
HD100352,HD 100352,11 32 29.0684,-50 02 25.503,14,14,0.0316,0.0299,90,A,O,2018yCat.1345....0G,,8.92,8.89,,,8.76,8.814,8.754,A0V,C,1978MSS...C02....0H,Star,*|IR,2.3497,4,0.046,A,2018yCat.1345....0G,-11.325999999999999,3.135,3,3,0.38299999999999995,0.348,90,A,2016A&A...595A...2G,1.0,1.0,0.02999999999999936,0.006000000000000227,0.6355620844192018,,0,0,0,0,0,0,0,0,True
HD71789,HD  71789,08 27 01.4937,-50 03 31.990,14,14,0.0291,0.0324,90,A,O,2018yCat.1345....0G,,9.21,9.15,,,9.033999999999999,9.044,8.978,A0V,C,1978MSS...C02....0H,Star,*|IR,3.0362,4,0.0316,A,2018yCat.1345....0G,-13.132,2.943,3,3,0.064,0.062,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.05599999999999916,1.3426518796540077,,0,0,0,0,0,0,0,0,True
HD104580,HD 104580,12 02 37.0489,-50 05 04.294,14,14,0.028999999999999998,0.0257,90,A,O,2018yCat.1345....0G,,9.1,9.07,,,9.027999999999999,9.059,9.062999999999999,A0V,C,1978MSS...C02....0H,Star,*|IR,2.2257,4,0.0476,A,2018yCat.1345....0G,-3.5010000000000003,0.7609999999999999,3,3,0.057999999999999996,0.045,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,-0.03500000000000014,0.6978331290031143,,0,0,0,0,0,0,0,0,True
HD62417,HD  62417,07 41 23.1463,-50 05 36.588,14,14,0.0284,0.0324,90,A,O,2018yCat.1345....0G,,10.17,10.1,,,9.865,9.832,9.809,A0V,C,1978MSS...C02....0H,Star,*|IR,1.632,4,0.0314,A,2018yCat.1345....0G,-3.884,8.106,3,3,0.068,0.066,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.05600000000000094,0.9081007720892117,,0,0,0,0,0,0,0,0,True
HD136590,HD 136590,15 23 32.8747,-50 07 20.368,14,14,0.0291,0.0229,90,A,O,2018yCat.1345....0G,,10.25,10.24,,,9.952,9.901,9.895,A0V,C,1978MSS...C02....0H,Star,*|IR,1.3805,4,0.038,A,2018yCat.1345....0G,-3.892,-6.242999999999999,3,3,0.075,0.068,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,0.057000000000000384,0.9036820548764118,,0,0,0,0,0,0,0,0,True
